Motility,Gram staining,Aerophilicity,Extreme environment tolerance,Biofilm formation,Animal pathogenicity,Biosafety level,Health association,Host association,Plant pathogenicity,Spore formation,Hemolysis,Cell shape,Member of WA subset,sample
NA,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCF_003569005.1_Vsuperstes_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCF_024749125.1_ASM2474912v1_genomic.fasta
NA,gram stain negative,NA,FALSE,NA,TRUE,biosafety level 2,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCF_002216685.1_ASM221668v1_genomic.fasta
NA,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,TRUE,FALSE,FALSE,gamma,coccus,TRUE,GCF_030294405.1_ASM3029440v1_genomic.fasta
NA,gram stain positive,anaerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,FALSE,gamma,bacillus,TRUE,GCF_002802865.1_ASM280286v1_genomic.fasta
NA,gram stain positive,aerobic,NA,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCF_002797685.1_ASM279768v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,TRUE,biosafety level 2,NA,TRUE,NA,FALSE,NA,bacillus,TRUE,GCF_001729765.1_ASM172976v1_genomic.fasta
NA,gram stain negative,facultatively anaerobic,FALSE,NA,TRUE,biosafety level 2,NA,TRUE,FALSE,NA,NA,coccus,TRUE,GCA_900660715.1_57675_H02-3_genomic.fasta
NA,gram stain positive,aerobic,TRUE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCF_001375615.1_Draft_genome_sequence_of_an_Arthrobacter_sp._genomic.fasta
NA,gram stain positive,aerobic,NA,NA,TRUE,biosafety level 1,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCA_010729665.1_ASM1072966v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,TRUE,biosafety level 2,NA,TRUE,FALSE,FALSE,gamma,bacillus,TRUE,GCF_003606325.2_ASM360632v3_genomic.fasta
NA,gram stain positive,aerobic,FALSE,NA,TRUE,biosafety level 1,NA,TRUE,FALSE,TRUE,NA,bacillus,TRUE,GCF_003123685.1_ASM312368v1_genomic.fasta
NA,gram stain positive,aerobic,FALSE,NA,TRUE,biosafety level 2,NA,TRUE,FALSE,FALSE,gamma,coccus,TRUE,GCF_002442935.1_ASM244293v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,TRUE,biosafety level 2,NA,TRUE,NA,FALSE,NA,bacillus,TRUE,GCF_003261575.2_ASM326157v2_genomic.fasta
NA,gram stain negative,anaerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,NA,NA,coccus,TRUE,GCA_015063105.1_ASM1506310v1_genomic.fasta
NA,gram stain positive,aerobic,FALSE,NA,FALSE,NA,NA,TRUE,FALSE,FALSE,gamma,coccus,TRUE,GCA_900097975.1_12075_1_89_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,FALSE,gamma,bacillus,TRUE,GCF_003353175.1_ASM335317v1_genomic.fasta
NA,gram stain negative,aerobic,NA,NA,TRUE,biosafety level 2,NA,TRUE,FALSE,FALSE,NA,spirillum,TRUE,GCF_001693335.1_ASM169333v1_genomic.fasta
NA,gram stain negative,aerobic,TRUE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,NA,TRUE,GCF_024508235.1_ASM2450823v1_genomic.fasta
NA,gram stain positive,anaerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,bacillus,TRUE,GCF_003575225.1_ASM357522v1_genomic.fasta
NA,gram stain negative,aerobic,TRUE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,NA,TRUE,GCF_029225785.1_ASM2922578v1_genomic.fasta
NA,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,NA,TRUE,GCF_002150735.1_ASM215073v1_genomic.fasta
NA,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,NA,FALSE,TRUE,NA,bacillus,TRUE,GCF_030676815.1_ASM3067681v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,bacillus,TRUE,GCF_003612165.1_ASM361216v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,bacillus,TRUE,GCF_003611695.1_ASM361169v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,bacillus,TRUE,GCF_003611635.1_ASM361163v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,bacillus,TRUE,GCF_003611585.1_ASM361158v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,TRUE,TRUE,FALSE,NA,bacillus,TRUE,GCF_003591175.1_ASM359117v1_genomic.fasta
NA,gram stain negative,anaerobic,TRUE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCA_000767275.4_ASM76727v4_genomic.fasta
NA,gram stain positive,aerobic,NA,NA,TRUE,biosafety level 1,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCF_002591975.1_ASM259197v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,TRUE,biosafety level 1,NA,NA,FALSE,FALSE,NA,bacillus,TRUE,GCF_037482325.1_ASM3748232v1_genomic.fasta
NA,gram stain positive,aerobic,FALSE,NA,TRUE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCA_900626105.1_PRJEB29220_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,TRUE,biosafety level 2,NA,TRUE,NA,FALSE,NA,bacillus,TRUE,GCA_020526085.1_ASM2052608v1_genomic.fasta
NA,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,tail,TRUE,GCA_014656235.1_ASM1465623v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCF_004016515.1_ASM401651v1_genomic.fasta
NA,gram stain negative,NA,FALSE,NA,FALSE,biosafety level 2,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCF_008805035.1_ASM880503v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,FALSE,gamma,bacillus,TRUE,GCF_004359985.1_ASM435998v1_genomic.fasta
NA,gram stain negative,aerobic,NA,NA,FALSE,biosafety level 2,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCF_024224615.1_ASM2422461v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,TRUE,biosafety level 2,NA,TRUE,NA,FALSE,NA,bacillus,TRUE,GCA_902158555.1_SB6411_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,bacillus,TRUE,GCF_006636215.1_ASM663621v1_genomic.fasta
NA,gram stain negative,anaerobic,FALSE,NA,NA,biosafety level 1,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCF_009728485.1_ASM972848v1_genomic.fasta
NA,gram stain positive,anaerobic,FALSE,NA,NA,biosafety level 1,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCF_009727065.1_ASM972706v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 2,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCF_009363175.1_ASM936317v1_genomic.fasta
NA,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 2,NA,TRUE,FALSE,FALSE,NA,coccus,TRUE,GCA_011421455.1_ASM1142145v1_genomic.fasta
NA,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,tail,TRUE,GCF_009498275.1_ASM949827v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCF_009547075.1_ASM954707v1_genomic.fasta
NA,gram stain negative,aerobic,TRUE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,NA,TRUE,GCA_016906025.1_ASM1690602v1_genomic.fasta
NA,gram stain positive,anaerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,bacillus,TRUE,GCF_024125425.1_ASM2412542v1_genomic.fasta
NA,gram stain positive,anaerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,bacillus,TRUE,GCA_019930545.1_ASM1993054v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,bacillus,TRUE,GCF_009909145.1_ASM990914v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 2,NA,FALSE,FALSE,FALSE,gamma,bacillus,TRUE,GCF_009939195.1_ASM993919v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,bacillus,TRUE,GCA_010894455.1_ASM1089445v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,bacillus,TRUE,GCA_010894435.1_ASM1089443v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,bacillus,TRUE,GCA_010894475.1_ASM1089447v1_genomic.fasta
NA,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCA_014322845.1_ASM1432284v1_genomic.fasta
NA,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,NA,FALSE,FALSE,NA,bacillus,TRUE,GCA_014694315.1_ASM1469431v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCF_001580675.1_ASM158067v1_genomic.fasta
NA,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,NA,FALSE,FALSE,NA,bacillus,TRUE,GCA_012933505.1_ASM1293350v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCA_013140855.1_ASM1314085v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCA_015244785.1_ASM1524478v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCA_015244565.1_ASM1524456v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,FALSE,gamma,bacillus,TRUE,GCA_012927125.1_ASM1292712v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,FALSE,gamma,bacillus,TRUE,GCA_012927345.1_ASM1292734v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCA_014174165.1_ASM1417416v1_genomic.fasta
NA,gram stain positive,NA,FALSE,NA,TRUE,biosafety level 2,NA,TRUE,FALSE,FALSE,NA,coccus,TRUE,GCA_016461705.1_ASM1646170v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCA_014268755.2_ASM1426875v2_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,NA,FALSE,FALSE,NA,bacillus,TRUE,GCF_003182275.1_ASM318227v1_genomic.fasta
NA,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,tail,TRUE,GCA_014852565.2_ASM1485256v2_genomic.fasta
NA,gram stain negative,aerobic,NA,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCF_029690045.1_ASM2969004v1_genomic.fasta
NA,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,NA,TRUE,GCA_014280945.1_ASM1428094v1_genomic.fasta
NA,gram stain positive,anaerobic,FALSE,NA,TRUE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,NA,TRUE,GCA_014287825.1_ASM1428782v1_genomic.fasta
NA,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,TRUE,FALSE,FALSE,gamma,coccus,TRUE,GCA_015594545.1_ASM1559454v1_genomic.fasta
NA,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,TRUE,FALSE,FALSE,gamma,coccus,TRUE,GCA_015775975.1_ASM1577597v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,FALSE,gamma,bacillus,TRUE,GCA_014200925.1_ASM1420092v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCF_024346975.1_ASM2434697v1_genomic.fasta
NA,gram stain negative,aerobic,NA,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCF_001584205.1_ASM158420v1_genomic.fasta
NA,gram stain negative,aerobic,NA,NA,TRUE,biosafety level 1,NA,TRUE,TRUE,FALSE,NA,bacillus,TRUE,GCF_005144435.2_ASM514443v2_genomic.fasta
NA,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,tail,TRUE,GCA_016598615.1_ASM1659861v1_genomic.fasta
NA,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,NA,FALSE,TRUE,NA,bacillus,TRUE,GCA_020736845.1_ASM2073684v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,TRUE,biosafety level 2,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCF_001467545.1_ASM146754v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,FALSE,gamma,bacillus,TRUE,GCF_034424545.1_ASM3442454v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,TRUE,TRUE,FALSE,NA,bacillus,TRUE,GCA_017163705.1_ASM1716370v1_genomic.fasta
NA,gram stain negative,aerobic,NA,NA,TRUE,biosafety level 1,NA,TRUE,TRUE,FALSE,NA,bacillus,TRUE,GCA_017313405.1_ASM1731340v1_genomic.fasta
NA,gram stain positive,aerobic,TRUE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,bacillus,TRUE,GCA_017329615.1_ASM1732961v1_genomic.fasta
NA,gram stain negative,aerobic,NA,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCA_018305005.1_ASM1830500v1_genomic.fasta
NA,gram stain negative,aerobic,NA,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCA_018304945.1_ASM1830494v1_genomic.fasta
NA,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,tail,TRUE,GCF_024539675.1_ASM2453967v1_genomic.fasta
NA,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,tail,TRUE,GCA_000955965.1_ASM95596v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCA_019145235.1_ASM1914523v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCF_036704165.1_ASM3670416v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,bacillus,TRUE,GCA_019039035.1_ASM1903903v1_genomic.fasta
NA,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,tail,TRUE,GCA_014648695.1_ASM1464869v1_genomic.fasta
NA,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,tail,TRUE,GCF_036167175.1_ASM3616717v1_genomic.fasta
NA,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,NA,TRUE,GCA_023534765.1_ASM2353476v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,NA,FALSE,NA,bacillus,TRUE,GCA_019429525.1_ASM1942952v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,NA,FALSE,NA,bacillus,TRUE,GCA_019429485.1_ASM1942948v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCA_019457475.1_ASM1945747v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,TRUE,TRUE,FALSE,NA,bacillus,TRUE,GCA_021271205.1_ASM2127120v1_genomic.fasta
NA,gram stain negative,aerobic,TRUE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,NA,TRUE,GCA_020405205.1_ASM2040520v1_genomic.fasta
NA,gram stain negative,aerobic,TRUE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,NA,TRUE,GCA_020515625.1_ASM2051562v1_genomic.fasta
NA,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,TRUE,FALSE,TRUE,NA,bacillus,TRUE,GCA_917563915.1_JJ-63_genomic.fasta
NA,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,tail,TRUE,GCA_020564935.1_ASM2056493v1_genomic.fasta
NA,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,NA,TRUE,GCA_014649515.1_ASM1464951v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,TRUE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCA_020905415.1_ASM2090541v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 2,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCF_029030725.1_ASM2903072v1_genomic.fasta
NA,gram stain negative,aerobic,TRUE,NA,NA,biosafety level 2,NA,TRUE,FALSE,FALSE,NA,spirillum,TRUE,GCA_021300615.1_ASM2130061v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,TRUE,biosafety level 1,NA,NA,FALSE,FALSE,NA,bacillus,TRUE,GCF_001534645.1_ASM153464v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,bacillus,TRUE,GCF_024198215.1_ASM2419821v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,bacillus,TRUE,GCF_024198175.1_ASM2419817v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,bacillus,TRUE,GCF_024198255.1_ASM2419825v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,bacillus,TRUE,GCF_024198235.1_ASM2419823v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCA_023823125.1_ASM2382312v1_genomic.fasta
NA,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 2,NA,TRUE,FALSE,FALSE,gamma,coccus,TRUE,GCA_016774515.1_ASM1677451v1_genomic.fasta
NA,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,NA,TRUE,GCA_944800085.1_2.1_genomic.fasta
NA,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 2,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCF_027570065.1_ASM2757006v1_genomic.fasta
NA,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 2,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCF_030232365.1_ASM3023236v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,TRUE,biosafety level 1,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCA_016618195.1_ASM1661819v1_genomic.fasta
NA,gram stain negative,aerobic,TRUE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,NA,TRUE,GCF_002355655.1_ASM235565v1_genomic.fasta
NA,gram stain positive,anaerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,bacillus,TRUE,GCF_002006345.1_ASM200634v1_genomic.fasta
NA,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,TRUE,FALSE,FALSE,gamma,coccus,TRUE,GCF_003019255.1_ASM301925v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCF_024296925.1_ASM2429692v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,TRUE,TRUE,FALSE,NA,bacillus,TRUE,GCF_025336485.1_ASM2533648v1_genomic.fasta
NA,gram stain positive,anaerobic,TRUE,NA,FALSE,biosafety level 1,NA,TRUE,FALSE,FALSE,NA,NA,TRUE,GCF_027664025.1_ASM2766402v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,TRUE,biosafety level 2,NA,TRUE,TRUE,FALSE,NA,bacillus,TRUE,GCF_003025345.2_ASM302534v2_genomic.fasta
NA,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,bacillus,TRUE,GCA_023516215.1_ASM2351621v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,FALSE,gamma,bacillus,TRUE,GCA_016128195.1_ASM1612819v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCF_002005485.1_ASM200548v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,TRUE,biosafety level 1,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCA_900475855.1_46338_B02_genomic.fasta
NA,gram stain negative,aerobic,TRUE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,NA,TRUE,GCF_004126515.1_ASM412651v1_genomic.fasta
NA,gram stain positive,anaerobic,FALSE,NA,NA,biosafety level 1,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCF_009739535.1_ASM973953v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,bacillus,TRUE,GCA_000219105.1_ASM21910v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,TRUE,biosafety level 1,NA,NA,FALSE,FALSE,NA,bacillus,TRUE,GCF_002632825.1_ASM263282v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,TRUE,biosafety level 1,NA,NA,FALSE,FALSE,NA,bacillus,TRUE,GCF_003386665.1_ASM338666v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,TRUE,biosafety level 1,NA,NA,FALSE,FALSE,NA,bacillus,TRUE,GCF_002632875.1_ASM263287v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 2,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCF_001558935.2_ASM155893v2_genomic.fasta
NA,gram stain negative,aerobic,TRUE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,NA,TRUE,GCA_900111935.1_IMG-taxon_2617270732_annotated_assembly_genomic.fasta
NA,gram stain negative,aerobic,TRUE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,NA,TRUE,GCF_001190965.1_ASM119096v1_genomic.fasta
NA,gram stain positive,aerobic,FALSE,NA,TRUE,biosafety level 1,NA,NA,FALSE,FALSE,NA,bacillus,TRUE,GCA_000980835.1_ASM98083v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCA_020886175.1_ASM2088617v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,TRUE,NA,NA,TRUE,FALSE,FALSE,gamma,bacillus,TRUE,GCA_000582515.1_ASM58251v1_genomic.fasta
NA,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,NA,TRUE,GCF_002154585.1_ASM215458v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCF_008692955.1_ASM869295v1_genomic.fasta
NA,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,tail,TRUE,GCA_000715845.1_ASM71584v1_genomic.fasta
NA,gram stain negative,aerobic,TRUE,NA,NA,biosafety level 2,NA,TRUE,FALSE,FALSE,NA,spirillum,TRUE,GCF_003364335.1_ASM336433v1_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCA_015244665.1_ASM1524466v1_genomic.fasta
NA,gram stain negative,anaerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,NA,NA,coccus,TRUE,GCA_900100715.1_IMG-taxon_2642422561_annotated_assembly_genomic.fasta
NA,gram stain negative,anaerobic,FALSE,NA,TRUE,biosafety level 2,NA,TRUE,FALSE,NA,NA,spirillum,TRUE,GCF_001049755.1_BRSU_AN4859_03_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCA_018256705.1_ASM1825670v1_genomic.fasta
NA,gram stain negative,aerobic,TRUE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCA_900113615.1_IMG-taxon_2617270873_annotated_assembly_genomic.fasta
NA,gram stain negative,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,bacillus,TRUE,GCA_012933655.1_ASM1293365v1_genomic.fasta
